,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
9887,9887,9887,9887,9887,9887,248559853,10 33 20.137,+04 48 45.76,1,16.888,,,,,2126-301-4-0262-0166,EXTENDED,gri,17,3,20,3,,,,,,,18.882,0.045,17.572,0.007,16.942,0.006,16.595,0.006,16.421,0.02,,,,,,,,,,,,,,
9888,9888,9888,9888,9888,9888,248559858,10 43 16.005,+04 48 46.09,1,14.351,,,475-047344,10431601+0448461,,STAR,gri,-27.8,4,1.8,4,,,15.467,0.02,14.612,0.01,,,15,0.02,14.323,0.02,14.073,0.073,,,12.97,0.026,12.524,0.027,12.419,0.029,5201,4.578,-0.223,0.759,0.799,1.78,480.8,0.031
9889,9889,9889,9889,9889,9889,248559865,10 16 02.728,+04 48 46.70,1,14.895,,,475-046606,10160273+0448467,,STAR,gri,-1.9,3.8,-4.3,4.6,,,16.004,0.03,15.126,0.03,,,15.53,0.02,14.893,0.01,14.623,0.05,,,13.628,0.03,13.233,0.032,13.113,0.038,5267,4.54,-0.372,0.82,0.84,1.54,731.6,0.033
9890,9890,9890,9890,9890,9890,248559874,10 37 52.972,+04 48 47.37,1,17.609,,,,,2126-301-4-0269-0112,EXTENDED,gri,3,3,-1,3,,,,,,,19.111,0.031,18.012,0.007,17.624,0.007,17.437,0.007,17.302,0.023,,,,,,,,,,,,,,
9891,9891,9891,9891,9891,9891,248559880,10 45 35.801,+04 48 47.76,1,16.249,,,,10453580+0448477,2126-301-4-0282-0164,STAR,gri,-152,17,-14,17,,,,,,,20.548,0.051,17.977,0.006,16.501,0.005,15.508,0.005,14.964,0.005,13.776,0.035,13.267,0.036,12.896,0.047,3440,5.099,-0.085,0.199,0.184,22.63,101.7,0.015
9892,9892,9892,9892,9892,9892,248559899,10 27 23.327,+04 48 50.01,1,18.433,,,,10272332+0448500,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.866,0.195,16.155,0.174,15.454,0.198,3693,4.99,-0.23,0.259,0.281,13.04,610.8,0.033
9893,9893,9893,9893,9893,9893,248559908,10 16 07.234,+04 48 50.67,1,17.083,,,,10160723+0448506,2125-301-5-0235-0235,EXTENDED,gri,5,3,-1,3,,,,,,,20.101,0.062,18.144,0.008,17.092,0.005,16.629,0.005,16.268,0.009,15.61,0.088,14.853,0.083,14.344,0.086,,,,,,,,
9894,9894,9894,9894,9894,9894,248559911,10 38 59.929,+04 48 51.09,1,14.196,,,475-047242,10385992+0448511,,STAR,gri,1.1,10.7,0.6,3.8,,,14.935,0.08,14.352,0.03,,,14.594,0.02,14.192,0.04,14.025,0.05,,,13.169,0.027,12.854,0.024,12.668,0.035,5966,4.323,-0.405,1.097,0.941,0.695,900.9,0.033
9895,9895,9895,9895,9895,9895,248559912,10 23 05.975,+04 48 51.22,1,18.053,,,,10230597+0448512,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.513,0.169,15.682,0.168,14.794,0.121,3577,5.04,-0.165,0.226,0.236,16.46,501.1,0.032
9896,9896,9896,9896,9896,9896,248559940,10 42 54.416,+04 48 54.48,1,17.093,,,,10425441+0448544,2126-301-4-0277-0201,EXTENDED,gri,-11,3,5,3,,,,,,,19.865,0.1,18.16,0.012,17.098,0.007,16.635,0.007,16.274,0.017,16.362,0.161,15.864,0.19,15.167,0.209,,,,,,,,
9897,9897,9897,9897,9897,9897,248559943,10 20 31.176,+04 48 54.73,1,15.99,,,,10203117+0448547,2125-301-5-0243-0111,EXTENDED,gri,-4,3,-2,3,,,,,,,17.592,0.017,16.531,0.004,16.068,0.004,15.758,0.004,15.6,0.01,15.966,0.163,15.602,0.201,,,,,,,,,,
9898,9898,9898,9898,9898,9898,248559967,10 20 25.556,+04 48 57.30,1,13.421,,,475-046758,10202555+0448572,,STAR,gri,-2.1,2.3,-0.1,2.7,,,14.523,0.02,13.677,0.02,,,14.044,0.02,13.405,0.03,13.154,0.02,,,11.984,0.021,11.497,0.022,11.422,0.021,5061,2.864,-0.89,5.075,0.896,0.004,1991,0.031
9899,9899,9899,9899,9899,9899,248559981,10 28 14.764,+04 48 58.89,1,12.408,,,475-046981,10281476+0448588,,STAR,gri,2,1.5,1.7,1.3,,,12.862,0.02,12.437,0.02,,,12.561,0.02,12.357,0.03,12.268,0.05,,,11.576,0.029,11.38,0.022,11.316,0.019,6733,4.148,-0.117,1.567,1.318,0.309,693.6,0.03
9900,9900,9900,9900,9900,9900,248560001,10 32 57.995,+04 49 01.33,1,9.815,,256-1503-1,475-047106,10325797+0449013,,STAR,gri,3.1,1.7,-38.5,1.8,,,10.31,0.037,9.736,0.03,,,10.229,0.2,9.738,0.06,9.638,0.07,,,8.868,0.029,8.601,0.031,8.552,0.021,6103,4.141,-0.037,1.492,1.197,0.293,167.2,0.025
9901,9901,9901,9901,9901,9901,248560014,10 29 16.222,+04 49 02.39,1,13.472,,,475-047005,10291622+0449024,,STAR,gri,-23.1,2.8,2.3,2.2,,,14.677,0.04,13.644,0.04,,,14.162,0.02,13.264,0.02,13.176,0.31,,,11.793,0.023,11.323,0.022,11.21,0.023,4668,4.637,-0.02,0.687,0.744,2.304,221.6,0.028
9902,9902,9902,9902,9902,9902,248560033,10 32 02.260,+04 49 04.86,1,16.785,,,,10320226+0449048,2126-301-4-0259-0169,EXTENDED,gri,8,3,2,3,,,,,,,18.657,0.029,17.472,0.006,16.867,0.005,16.491,0.005,16.26,0.013,16.106,0.139,15.721,0.187,14.883,0.153,,,,,,,,
9903,9903,9903,9903,9903,9903,248560058,10 13 50.857,+04 49 08.42,1,19.228,,,,10135085+0449084,2125-301-5-0232-0267,STAR,gri,-61,5,-17,5,,,,,,,24.274,0.754,21.139,0.041,19.569,0.015,18.409,0.01,17.768,0.017,16.422,0.139,15.941,0.171,,,,,,,,,,
9904,9904,9904,9904,9904,9904,248560063,10 17 15.611,+04 49 08.79,1,17.202,,,,10171561+0449087,,STAR,JHK,-72,5,14,10,,,,,,,,,,,,,,,,,14.796,0.046,14.237,0.04,13.886,0.056,3494,5.069,-0.085,0.212,0.194,20.27,172.7,0.028
9905,9905,9905,9905,9905,9905,248560077,10 21 48.863,+04 49 10.00,1,14.628,,,475-046793,10214885+0449101,2125-301-5-0245-0036,STAR,gri,-13.3,3.7,-68.8,4.5,,,16.932,0.05,15.42,0.052,,,16.244,0.05,14.896,0.03,13.935,0.06,,,12.141,0.023,11.47,0.022,11.257,0.023,3683,4.918,0.124,0.351,0.373,8.494,97.99,0.017
9906,9906,9906,9906,9906,9906,248560094,10 26 16.807,+04 49 11.23,1,14.128,,,475-046927,10261681+0449116,2126-301-4-0250-0016,STAR,gri,-24,2,-116,1,,,14.911,0.04,14.315,0.01,,,14.544,0.03,14.136,0.03,13.95,0.04,,,13.029,0.024,12.687,0.027,12.658,0.024,5799,3.7,-1.739,2.095,0.808,0.087,1529,0.048
9907,9907,9907,9907,9907,9907,248560102,10 42 24.414,+04 49 11.97,1,14.08,,,475-047325,10422442+0449119,,STAR,gri,-11.8,2.6,1.9,2.9,,,15.061,0.03,14.295,0.03,,,14.625,0.02,14.084,0.02,13.846,0.06,,,12.735,0.027,12.319,0.026,12.22,0.027,5411,3.757,-0.818,2.032,0.869,0.081,1148,0.029
9908,9908,9908,9908,9908,9908,248560106,10 32 15.912,+04 49 12.60,1,18.222,,,,10321591+0449126,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.665,0.174,,,,,,,,,,,,
9909,9909,9909,9909,9909,9909,248560138,10 46 13.609,+04 49 16.36,1,17.952,,,,10461360+0449163,2126-301-4-0283-0144,EXTENDED,gri,3,3,2,3,,,,,,,20.762,0.096,18.944,0.011,18.035,0.008,17.527,0.007,17.191,0.017,16.288,0.133,15.884,0.185,15.071,0.164,,,,,,,,
9910,9910,9910,9910,9910,9910,248560146,10 30 56.369,+04 49 17.33,1,14.08,,,475-047062,10305637+0449171,2126-301-4-0258-0033,STAR,gri,6.3,2.7,7.6,3.2,,,16.192,0.02,14.75,0.04,,,15.519,0.03,14.176,0.02,13.463,0.06,,,11.834,0.023,11.199,0.022,11.006,0.019,4026,4.801,0.012,0.47,0.533,4.835,120.7,0.018
9911,9911,9911,9911,9911,9911,248560156,10 46 06.274,+04 49 18.39,1,17.934,,,,10460627+0449183,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.405,0.131,15.479,0.118,14.893,0.135,3721,4.973,-0.215,0.283,0.303,12.38,581.7,0.032
9912,9912,9912,9912,9912,9912,248560170,10 16 20.504,+04 49 19.23,1,13.87,,,,10162050+0449192,2125-301-5-0236-0025,EXTENDED,gri,-6,3,4,3,,,,,,,16.473,0.012,14.744,0.002,13.904,0.002,13.495,0.002,13.219,0.003,14.754,0.132,13.979,0.153,13.652,0.128,,,,,,,,
9913,9913,9913,9913,9913,9913,248560178,10 25 53.952,+04 49 20.04,1,18.1,,,,10255395+0449200,2125-301-5-0252-0117,EXTENDED,gri,-7,3,6,3,,,,,,,19.877,0.043,18.705,0.009,18.206,0.008,17.84,0.009,17.675,0.02,16.735,0.176,,,15.269,0.169,,,,,,,,
9914,9914,9914,9914,9914,9914,248560180,10 38 47.283,+04 49 20.07,1,17.406,,,,10384728+0449200,,STAR,JHK,8,4,4,1,,,,,,,,,,,,,,,,,14.938,0.059,14.325,0.082,14.002,0.074,4061,4.835,-0.136,0.427,0.477,5.414,478.7,0.033
9915,9915,9915,9915,9915,9915,248560181,10 34 39.282,+04 49 20.29,1,17.735,,,,10343928+0449202,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.927,0.106,15.322,0.118,15.203,0.184,3956,4.869,-0.335,0.377,0.414,6.114,661.1,0.032
9916,9916,9916,9916,9916,9916,248560242,10 19 50.716,+04 49 26.20,1,18.271,,,,10195071+0449262,2125-301-5-0242-0208,STAR,gri,-216,6,-501,6,,,,,,,22.845,0.323,20.533,0.026,19.022,0.011,17.302,0.006,16.351,0.007,14.788,0.038,14.146,0.042,13.829,0.054,2710,5.26,-0.187,0.117,0.095,53.97,41.4,0.008
9917,9917,9917,9917,9917,9917,248560244,10 42 40.787,+04 49 26.55,1,17.79,,,,10424078+0449265,2126-301-4-0277-0171,EXTENDED,gri,2,3,1,3,,,,,,,21.383,0.188,19.165,0.015,17.715,0.007,17.201,0.007,16.887,0.016,16.275,0.12,15.62,0.142,14.894,0.143,,,,,,,,
9918,9918,9918,9918,9918,9918,248560261,10 16 27.495,+04 49 28.39,1,18.136,,,,,2125-301-5-0236-0134,EXTENDED,gri,11,3,-12,3,,,,,,,20.792,0.11,18.982,0.013,18.175,0.009,17.774,0.01,17.553,0.023,,,,,,,,,,,,,,
9919,9919,9919,9919,9919,9919,248560263,10 15 02.489,+04 49 28.48,1,13.499,,,475-046575,10150248+0449284,,STAR,gri,-22.7,2,-28.3,2.4,,,14.509,0.03,13.732,0.01,,,14.075,0.02,13.49,0.04,13.252,0.03,,,12.242,0.024,11.796,0.024,11.732,0.023,5333,4.555,-0.18,0.805,0.85,1.593,373.3,0.03
9920,9920,9920,9920,9920,9920,248560282,10 38 34.810,+04 49 30.66,1,16.081,,,,10383481+0449306,2126-301-4-0270-0235,EXTENDED,gri,6,3,3,3,,,,,,,18.42,0.032,16.855,0.005,16.141,0.004,15.75,0.004,15.478,0.01,15.774,0.121,15.375,0.211,,,,,,,,,,
9921,9921,9921,9921,9921,9921,248560318,10 26 25.002,+04 49 34.30,1,18.334,,,,10262500+0449343,2125-301-5-0252-0186,EXTENDED,gri,14,4,29,4,,,,,,,22.012,0.267,19.549,0.018,18.29,0.009,17.814,0.009,17.506,0.019,16.782,0.2,15.688,0.128,15.339,0.199,,,,,,,,
9922,9922,9922,9922,9922,9922,248560321,10 16 19.631,+04 49 34.86,1,17.814,,,,,2125-301-5-0236-0029,EXTENDED,gri,,,,,,,,,,,18.094,0.025,17.852,0.011,17.802,0.013,17.612,0.017,17.626,0.052,,,,,,,,,,,,,,
9923,9923,9923,9923,9923,9923,248560329,10 15 06.524,+04 49 35.28,1,16.337,,,,10150652+0449352,2125-301-5-0234-0101,EXTENDED,gri,4,3,-3,3,,,,,,,18.633,0.026,17.153,0.005,16.406,0.004,15.988,0.004,15.69,0.008,15.51,0.089,14.697,0.089,14.169,0.083,,,,,,,,
9924,9924,9924,9924,9924,9924,248560363,10 34 45.178,+04 49 37.45,1,17.108,,,,10344517+0449374,2126-301-4-0264-0152,EXTENDED,gri,5,3,6,3,,,,,,,18.809,0.024,17.641,0.005,17.181,0.005,16.88,0.005,16.671,0.013,16.088,0.122,15.433,0.132,15.391,0.207,,,,,,,,
9925,9925,9925,9925,9925,9925,248560393,10 45 38.821,+04 49 39.64,1,17.454,,,,10453882+0449396,2126-301-4-0282-0166,STAR,gri,-1,3,-14,3,,,,,,,21.393,0.094,18.585,0.007,17.413,0.006,16.969,0.006,16.754,0.01,15.733,0.091,14.862,0.075,15.229,0.215,4227,4.773,-0.273,0.506,0.558,4.254,845,0.033
9926,9926,9926,9926,9926,9926,248560466,10 22 57.821,+04 49 46.36,1,16.94,,,,10225782+0449463,2125-301-5-0247-0193,EXTENDED,gri,0,3,-4,3,,,,,,,19.977,0.071,18.078,0.008,16.918,0.005,16.452,0.005,16.136,0.01,15.7,0.103,15.025,0.093,14.421,0.106,,,,,,,,
9927,9927,9927,9927,9927,9927,248560527,10 43 14.382,+04 49 52.71,1,18.205,,,,10431438+0449527,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.65,0.175,15.539,0.144,15.24,0.192,3879,4.921,-0.28,0.328,0.365,8.439,801.8,0.032
9928,9928,9928,9928,9928,9928,248560551,10 21 21.708,+04 49 55.08,1,18.058,,,,10212170+0449550,2125-301-5-0244-0201,EXTENDED,gri,-3,3,0,3,,,,,,,20.451,0.069,19.009,0.012,18.148,0.008,17.65,0.008,17.395,0.018,16.416,0.148,15.661,0.142,14.912,0.128,,,,,,,,
9929,9929,9929,9929,9929,9929,248560554,10 34 11.218,+04 49 55.46,1,13.32,,,475-047136,10341121+0449555,,STAR,gri,-3,2.7,-3.2,3.2,,,14.494,0.06,13.58,0.04,,,14.009,0.01,13.283,0.02,13.025,0.02,,,11.895,0.021,11.473,0.022,11.337,0.021,5057,3.39,-0.34,2.778,0.974,0.027,1022,0.038
9930,9930,9930,9930,9930,9930,248560575,10 33 30.266,+04 49 57.24,1,11.397,,256-921-1,475-047120,10333027+0449573,,STAR,gri,-10,2.3,-48.9,2.3,,,12.166,0.185,11.424,0.117,,,11.805,0.03,11.376,0.03,11.222,0.04,,,10.278,0.023,9.984,0.022,9.928,0.021,5969,4.293,-0.205,1.163,1.012,0.624,249.5,0.03
9931,9931,9931,9931,9931,9931,248560590,10 41 02.941,+04 49 58.98,1,16.571,,,,10410294+0449589,2126-301-4-0274-0158,STAR,gri,-13,3,11,3,,,,,,,20.417,0.047,17.772,0.005,16.589,0.005,16.057,0.004,15.752,0.006,14.615,0.039,13.988,0.035,13.689,0.053,4116,4.776,-0.005,0.507,0.569,4.252,501.2,0.027
9932,9932,9932,9932,9932,9932,248560594,10 41 09.723,+04 49 59.65,1,17.28,,,,10410972+0449596,2126-301-4-0275-0100,EXTENDED,gri,-2,3,4,3,,,,,,,20.116,0.063,18.255,0.008,17.29,0.006,16.862,0.005,16.503,0.012,15.759,0.095,15.113,0.135,14.654,0.127,,,,,,,,
9933,9933,9933,9933,9933,9933,248560644,10 43 55.844,+04 50 04.86,1,17.326,,,,10435584+0450048,2126-301-4-0279-0180,EXTENDED,gri,-1,3,-5,3,,,,,,,20.106,0.063,18.253,0.008,17.332,0.006,16.929,0.005,16.611,0.013,16.061,0.117,15.244,0.113,15.039,0.169,,,,,,,,
9934,9934,9934,9934,9934,9934,248560665,10 45 04.136,+04 50 07.58,1,14.478,,,475-047394,10450413+0450074,,STAR,gri,-28.8,3.5,-8.5,3.2,,,15.968,0.05,14.869,0.02,,,15.415,0.01,14.427,0.03,14.077,0.02,,,12.81,0.023,12.254,0.024,12.101,0.026,4533,4.695,-0.29,0.596,0.649,2.879,288.1,0.029
9935,9935,9935,9935,9935,9935,248560666,10 43 25.099,+04 50 07.84,1,14.554,,,475-047349,10432511+0450078,,STAR,gri,-36.7,4.5,47,11.5,,,15.677,0.02,14.813,0.03,,,15.227,0.01,14.577,0.02,14.266,0.06,,,13.15,0.025,12.649,0.025,12.529,0.029,5134,4.663,-0.848,0.621,0.659,2.709,413.8,0.038
9936,9936,9936,9936,9936,9936,248560667,10 14 19.484,+04 50 07.90,1,11.544,,248-296-1,475-046555,10141945+0450079,,STAR,gri,-11.5,2.7,2.4,2.8,,,12.307,0.27,11.499,0.162,,,12.202,0.01,11.536,0.01,11.263,0.05,,,10.217,0.026,9.749,0.024,9.655,0.023,5073,2.451,-0.735,9.097,0.914,0.001,1480,0.033
9937,9937,9937,9937,9937,9937,248560669,10 27 33.377,+04 50 08.15,1,13.943,,,475-046968,10273337+0450081,,STAR,gri,-11.7,2.9,-16.7,3.3,,,15.07,0.04,14.205,0.01,,,14.583,0.04,13.935,0.03,13.668,0.05,,,12.642,0.027,12.201,0.027,12.109,0.023,5076,4.579,-0.07,0.77,0.829,1.78,409.3,0.031
9938,9938,9938,9938,9938,9938,248560715,10 36 46.299,+04 50 12.40,1,12.281,,,475-047184,10364631+0450122,,STAR,gri,-7,0.7,3.4,1.1,,,12.697,0.02,12.32,0.01,,,12.416,0.02,12.236,0.02,12.207,0.08,,,11.5,0.023,11.294,0.024,11.245,0.021,6880,4.131,-0.049,1.727,1.464,0.286,746,0.03
9939,9939,9939,9939,9939,9939,248560739,10 21 37.262,+04 50 15.12,1,18.316,,,,10213726+0450151,2125-301-5-0244-0275,EXTENDED,gri,2,4,-2,4,,,,,,,21.599,0.188,19.508,0.018,18.297,0.009,17.805,0.009,17.473,0.02,16.641,0.196,15.799,0.157,,,,,,,,,,
9940,9940,9940,9940,9940,9940,248560740,10 33 54.110,+04 50 15.22,1,17.963,,,,10335411+0450152,2126-301-4-0262-0255,EXTENDED,gri,2,4,4,4,,,,,,,20.149,0.06,18.908,0.011,18.04,0.008,17.558,0.007,17.257,0.018,16.447,0.15,15.747,0.176,14.8,0.125,,,,,,,,
9941,9941,9941,9941,9941,9941,248560751,10 19 26.266,+04 50 16.30,1,18.473,,,,10192626+0450162,2125-301-5-0241-0142,EXTENDED,gri,-1,4,0,4,,,,,,,21.531,0.195,19.648,0.021,18.459,0.011,17.969,0.011,17.618,0.024,16.918,0.185,15.844,0.145,15.455,0.209,,,,,,,,
9942,9942,9942,9942,9942,9942,248560755,10 33 46.525,+04 50 16.57,1,18.058,,,,,2126-301-4-0262-0228,EXTENDED,gri,1,3,2,3,,,,,,,20.782,0.117,18.986,0.013,18.088,0.009,17.661,0.009,17.398,0.024,,,,,,,,,,,,,,
9943,9943,9943,9943,9943,9943,248560764,10 40 45.619,+04 50 17.91,1,16.758,,,475-047293,10404561+0450180,2126-301-4-0274-0110,STAR,BV,-43.3,8.8,-17.6,5.6,,,18.369,0.25,17.022,0.101,,,,,,,,,,,12.951,0.023,12.378,0.023,12.147,0.023,3694,4.952,-0.049,0.325,0.345,9.807,126.7,0.021
9944,9944,9944,9944,9944,9944,248560767,10 39 27.843,+04 50 18.17,1,18.384,,,,10392784+0450181,2126-301-4-0272-0119,STAR,gri,-48,5,-25,5,,,,,,,22.657,0.25,19.89,0.014,18.457,0.008,17.739,0.007,17.308,0.013,16.163,0.107,15.652,0.128,14.923,0.142,3695,5.053,-0.335,0.236,0.237,17.09,398.9,0.029
9945,9945,9945,9945,9945,9945,248560775,10 36 59.172,+04 50 18.86,1,17.84,,,,10365917+0450188,2126-301-4-0268-0175,EXTENDED,gri,0,3,1,3,,,,,,,20.997,0.103,18.903,0.01,17.832,0.007,17.385,0.006,17.06,0.015,16.288,0.15,15.565,0.145,15.138,0.18,,,,,,,,
9946,9946,9946,9946,9946,9946,248560822,10 27 03.853,+04 50 23.18,1,17.297,,,,10270385+0450231,2125-301-5-0254-0085,STAR,gri,-55,3,-53,3,,,,,,,22.002,0.164,19.515,0.013,17.973,0.006,16.347,0.005,15.488,0.005,13.943,0.027,13.416,0.029,13.127,0.038,3407,5.143,-0.167,0.175,0.158,28.64,96.26,0.017
9947,9947,9947,9947,9947,9947,248560823,10 29 09.686,+04 50 23.18,1,17.302,,,,10290968+0450231,2126-301-4-0255-0194,EXTENDED,gri,1,3,-1,3,,,,,,,19.936,0.058,18.113,0.007,17.334,0.006,16.954,0.006,16.688,0.014,16.144,0.101,15.627,0.125,15.192,0.167,,,,,,,,
9948,9948,9948,9948,9948,9948,248560840,10 14 14.389,+04 50 25.02,1,17.353,,,,10141438+0450250,,STAR,J,0,5,-6,2,,,,,,,,,,,,,,,,,15.867,0.108,15.282,0.118,14.719,0.131,3972,4.858,-0.178,0.383,0.446,6.235,638.4,0.032
9949,9949,9949,9949,9949,9949,248560858,10 31 41.947,+04 50 26.73,1,13.991,,,475-047079,10314194+0450268,,STAR,gri,-10.5,2,3.5,2.5,,,15.032,0.03,14.204,0.02,,,14.572,0.04,13.995,0.06,13.742,0.07,,,12.658,0.024,12.235,0.026,12.132,0.024,5185,3.609,-0.591,2.46,0.944,0.06,1356,0.031
9950,9950,9950,9950,9950,9950,248560879,10 19 26.343,+04 50 29.11,1,18.276,,,,10192634+0450291,2125-301-5-0241-0141,EXTENDED,gri,-1,3,-4,3,,,,,,,21.22,0.136,19.339,0.016,18.271,0.009,17.821,0.009,17.503,0.02,16.633,0.14,16.113,0.19,,,,,,,,,,
9951,9951,9951,9951,9951,9951,248560904,10 37 12.178,+04 50 32.00,1,11.824,,256-1251-1,475-047201,10371217+0450319,,STAR,gri,-64.1,4.1,12.3,4,,,12.565,0.262,11.765,0.18,,,12.239,0.01,11.803,0.03,11.646,0.04,,,10.742,0.022,10.453,0.023,10.345,0.019,5926,4.36,-0.331,1.056,0.944,0.783,281.9,0.033
9952,9952,9952,9952,9952,9952,248560922,10 34 02.422,+04 50 33.65,1,10.312,,256-817-1,475-047133,10340241+0450336,,STAR,gri,-154.4,1.8,41.4,1.8,,,11.432,0.075,10.502,0.049,,,10.951,0.02,10.256,0.02,10.037,0.05,,,8.981,0.032,8.579,0.057,8.499,0.023,5196,4.557,0.048,0.806,0.874,1.605,79.72,0.016
9953,9953,9953,9953,9953,9953,248560928,10 14 14.823,+04 50 34.01,1,18.164,,,,10141482+0450340,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.613,0.18,15.933,0.19,15.142,0.169,3666,5.015,-0.21,0.252,0.266,12.82,597.6,0.033
9954,9954,9954,9954,9954,9954,248560951,10 22 07.287,+04 50 36.75,1,10.008,,249-428-1,475-046812,10220729+0450368,,STAR,gri,-12.9,1.8,8.3,1.7,,,10.735,0.066,10.102,0.054,,,10.554,0.04,9.971,0.07,9.774,0.02,,,8.84,0.026,8.556,0.053,8.446,0.031,5624,3.793,-0.082,2.083,1.086,0.086,245.6,0.03
9955,9955,9955,9955,9955,9955,248560952,10 41 54.480,+04 50 36.79,1,18.085,,,,10415447+0450367,2126-301-4-0276-0127,EXTENDED,gri,2,3,0,3,,,,,,,19.977,0.049,18.924,0.01,18.181,0.008,17.726,0.008,17.533,0.021,16.738,0.193,16.101,0.198,15.119,0.174,,,,,,,,
9956,9956,9956,9956,9956,9956,248560967,10 41 27.385,+04 50 38.76,1,16.634,,,,10412738+0450387,2126-301-4-0275-0176,STAR,gri,17,6,-12,6,,,,,,,20.046,0.036,17.745,0.005,16.623,0.005,16.158,0.005,15.905,0.007,14.749,0.033,14.225,0.024,13.963,0.066,4220,4.969,-1.035,0.328,0.378,10.02,358.2,0.031
9957,9957,9957,9957,9957,9957,248560996,10 33 28.459,+04 50 41.20,1,18.083,,,,10332845+0450412,2126-301-4-0262-0188,EXTENDED,gri,-10,3,-1,3,,,,,,,21.449,0.178,19.342,0.015,18.048,0.008,17.543,0.008,17.186,0.018,16.472,0.132,,,15.257,0.201,,,,,,,,
9958,9958,9958,9958,9958,9958,248561005,10 31 10.029,+04 50 42.09,1,14.797,,,475-047067,10311002+0450422,2126-301-4-0258-0062,STAR,gri,-1.5,2.7,-15.3,3.1,,,16.007,0.18,15.072,0.18,,,15.597,0.046,14.752,0.052,14.455,0.01,,,13.325,0.029,12.843,0.031,12.751,0.031,4915,4.603,-0.144,0.72,0.774,2.034,497.7,0.036
9959,9959,9959,9959,9959,9959,248561012,10 40 06.853,+04 50 43.01,1,16.789,,,,10400685+0450430,2126-301-4-0273-0207,STAR,gri,-26,3,43,3,,,,,,,21.339,0.089,18.517,0.007,17.091,0.005,16.049,0.005,15.476,0.006,14.164,0.028,13.569,0.035,13.416,0.043,3433,5.083,0.017,0.206,0.191,21.21,125.8,0.021
9960,9960,9960,9960,9960,9960,248561017,10 28 51.108,+04 50 43.55,1,17.732,,,,10285110+0450435,2126-301-4-0254-0153,EXTENDED,gri,0,3,7,3,,,,,,,20.547,0.092,18.816,0.011,17.804,0.008,17.268,0.007,16.983,0.017,16.229,0.124,15.543,0.135,14.817,0.122,,,,,,,,
9961,9961,9961,9961,9961,9961,248561018,10 28 26.011,+04 50 43.73,1,14.197,,,475-046986,10282601+0450437,,STAR,gri,-8.9,3.9,-2.1,4.6,,,15.286,0.09,14.443,0.03,,,14.824,0.04,14.174,0.03,13.928,0.05,,,12.852,0.026,12.363,0.022,12.259,0.023,5079,3.105,-0.878,3.939,0.89,0.013,2014,0.038
9962,9962,9962,9962,9962,9962,248561061,10 26 18.298,+04 50 47.11,1,15.326,,,475-046928,10261828+0450470,,STAR,JHK,-16.3,3.5,-63.4,4.4,,,,,,,,,,,,,,,,,13.262,0.027,12.627,0.026,12.46,0.03,3953,4.863,-0.186,0.414,0.459,6.461,204.9,0.029
9963,9963,9963,9963,9963,9963,248561100,10 21 49.684,+04 50 50.59,1,18.199,,,,10214968+0450505,2125-301-5-0245-0189,EXTENDED,gri,-2,3,4,3,,,,,,,21.218,0.134,19.285,0.015,18.182,0.008,17.734,0.009,17.403,0.019,16.629,0.155,15.651,0.162,,,,,,,,,,
9964,9964,9964,9964,9964,9964,248561105,10 39 04.165,+04 50 51.40,1,13.833,,,475-047244,10390416+0450514,,STAR,gri,-0.3,2.7,2,2.9,,,14.972,0.05,14.071,0.04,,,14.483,0.02,13.797,0.04,13.554,0.08,,,12.423,0.024,11.906,0.026,11.823,0.026,4998,2.807,-0.768,4.988,0.898,0.005,2613,0.031
9965,9965,9965,9965,9965,9965,248561147,10 17 01.026,+04 50 56.76,1,17.446,,,,10170102+0450567,2125-301-5-0237-0135,EXTENDED,gri,2,3,6,3,,,,,,,20.705,0.126,18.74,0.013,17.403,0.007,16.892,0.006,16.546,0.013,16.166,0.122,15.218,0.136,14.686,0.132,,,,,,,,
9966,9966,9966,9966,9966,9966,248561176,10 26 19.197,+04 50 59.65,1,14.09,,,475-046930,10261918+0450596,,STAR,gri,-10.7,2.7,-61.2,3.1,,,15.003,0.04,14.162,0.04,,,14.567,0.05,13.913,0.07,13.885,0.04,,,12.516,0.029,12.053,0.024,11.964,0.024,5211,4.609,-0.602,0.686,0.707,2.163,349.2,0.029
